"Sr. No.","Page","College Code","College Name","Course Code","Course Name","Status","Level","Stage","Caste/Category","Cut‑off Rank","Cut‑off Percentile"
"5438","515","4116","Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur","411629310","Electrical Engineering","Un-Aided Autonomous Linguistic Minority - Hindi","State Level","I","GOPENS","68740","75.52472"
"5439","515","4116","Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur","411629310","Electrical Engineering","Un-Aided Autonomous Linguistic Minority - Hindi","State Level","I","LOPENS","68172","75.88549"
"5440","515","4116","Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur","411629310","Electrical Engineering","Un-Aided Autonomous Linguistic Minority - Hindi","State Level","I","MI","156136","25.59369"
"5441","515","4116","Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur","411637210","Electronics and Telecommunication Engg","Un-Aided Autonomous Linguistic Minority - Hindi","State Level","I","GOPENS","40913","86.08637"
"5442","515","4116","Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur","411637210","Electronics and Telecommunication Engg","Un-Aided Autonomous Linguistic Minority - Hindi","State Level","I","MI","138798","38.88496"
"5443","515","4116","Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur","411637210","Electronics and Telecommunication Engg","Un-Aided Autonomous Linguistic Minority - Hindi","State Level","I","TFWS","33161","88.77427"
"5444","515","4116","Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur","411637610","Electronics Engineering","Un-Aided Autonomous Linguistic Minority - Hindi","State Level","I","GOPENS","57456","80.00336"
"5445","515","4116","Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur","411637610","Electronics Engineering","Un-Aided Autonomous Linguistic Minority - Hindi","State Level","I","LOPENS","48649","83.1984"
"5446","515","4116","Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur","411637610","Electronics Engineering","Un-Aided Autonomous Linguistic Minority - Hindi","State Level","I","MI","141807","36.6611"
"5447","516","4116","Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur","411661210","Mechanical Engineering","Un-Aided Autonomous Linguistic Minority - Hindi","State Level","I","GOPENS","76178","72.60955"
"5448","516","4116","Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur","411661210","Mechanical Engineering","Un-Aided Autonomous Linguistic Minority - Hindi","State Level","I","TFWS","52465","81.81519"
"5449","516","4116","Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur","411661210","Mechanical Engineering","Un-Aided Autonomous Linguistic Minority - Hindi","State Level","MH","MI","94454","64.65002"
"5450","516","4116","Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur","411691110","Computer Science and Engineering(Artificial Intelligence and Machine Learning)","Un-Aided Autonomous Linguistic Minority - Hindi","State Level","I","GOPENS","34382","88.35677"
"5451","516","4116","Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur","411691110","Computer Science and Engineering(Artificial Intelligence and Machine Learning)","Un-Aided Autonomous Linguistic Minority - Hindi","State Level","I","LOPENS","32023","89.21498"
"5452","516","4116","Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur","411691110","Computer Science and Engineering(Artificial Intelligence and Machine Learning)","Un-Aided Autonomous Linguistic Minority - Hindi","State Level","I","MI","70876","74.68306"
"5453","516","4116","Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur","411691310","Computer Science and Engineering (Artificial Intelligence)","Un-Aided Autonomous Linguistic Minority - Hindi","State Level","I","GOPENS","35175","88.11402"
"5454","516","4116","Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur","411691310","Computer Science and Engineering (Artificial Intelligence)","Un-Aided Autonomous Linguistic Minority - Hindi","State Level","I","MI","42760","85.34264"
"5455","516","4116","Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur","411691710","Data Science","Un-Aided Autonomous Linguistic Minority - Hindi","State Level","I","GOPENS","26293","91.23792"
"5456","516","4116","Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur","411691710","Data Science","Un-Aided Autonomous Linguistic Minority - Hindi","State Level","I","LOPENS","37935","87.08445"
"5457","516","4116","Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur","411691710","Data Science","Un-Aided Autonomous Linguistic Minority - Hindi","State Level","I","MI","106453","58.1588"
"5458","516","4116","Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur","411691710","Data Science","Un-Aided Autonomous Linguistic Minority - Hindi","State Level","I","TFWS","35152","88.11402"
"5459","517","4116","Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur","411699710","Artificial Intelligence","Un-Aided Autonomous Linguistic Minority - Hindi","State Level","I","GOPENS","32563","89.00362"
"5460","517","4116","Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur","411699710","Artificial Intelligence","Un-Aided Autonomous Linguistic Minority - Hindi","State Level","I","LOPENS","39778","86.30624"
"5461","517","4116","Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur","411699710","Artificial Intelligence","Un-Aided Autonomous Linguistic Minority - Hindi","State Level","I","MI","115464","53.76948"
"5462","517","4116","Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur","411699710","Artificial Intelligence","Un-Aided Autonomous Linguistic Minority - Hindi","State Level","I","TFWS","29513","90.07241"
"5463","518","4118","Bapurao Deshmukh College of Engineering, Sevagram","411819110","Civil Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOPENH","178822","1.21242"
"5464","518","4118","Bapurao Deshmukh College of Engineering, Sevagram","411819110","Civil Engineering","Un-Aided","Home University Seats Allotted to Other Than Home University Candidates","I","GOPENH","170446","11.71574"
"5465","518","4118","Bapurao Deshmukh College of Engineering, Sevagram","411819110","Civil Engineering","Un-Aided","Home University Seats Allotted to Other Than Home University Candidates","I","GSCH","175099","6.23993"
"5466","518","4118","Bapurao Deshmukh College of Engineering, Sevagram","411819110","Civil Engineering","Un-Aided","Home University Seats Allotted to Other Than Home University Candidates","I","GOBCH","171311","11.02058"
"5467","518","4118","Bapurao Deshmukh College of Engineering, Sevagram","411819110","Civil Engineering","Un-Aided","Home University Seats Allotted to Other Than Home University Candidates","I","LOBCH","166582","15.98035"
"5468","518","4118","Bapurao Deshmukh College of Engineering, Sevagram","411819110","Civil Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOPENO","168107","14.04904"
"5469","518","4118","Bapurao Deshmukh College of Engineering, Sevagram","411819110","Civil Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LSCO","161765","20.9331"
"5470","518","4118","Bapurao Deshmukh College of Engineering, Sevagram","411819110","Civil Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LOBCO","175115","6.23993"
"5471","519","4118","Bapurao Deshmukh College of Engineering, Sevagram","411824510","Computer Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOPENH","77111","72.23388"
"5472","519","4118","Bapurao Deshmukh College of Engineering, Sevagram","411824510","Computer Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOBCH","124900","47.98428"
"5473","519","4118","Bapurao Deshmukh College of Engineering, Sevagram","411824510","Computer Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOPENH","110372","56.84661"
