"Sr. No.","Page","College Code","College Name","Course Code","Course Name","Status","Level","Stage","Caste/Category","Cut‑off Rank","Cut‑off Percentile"
"163","10","1012","Government College of Engineering,Yavatmal","101261210","Mechanical Engineering","Government Home University : Sant Gadge Baba Amravati University","State Level","I-NON DEFENCE","DEFOBCS","93496","65.22989"
"164","10","1012","Government College of Engineering,Yavatmal","101261210","Mechanical Engineering","Government Home University : Sant Gadge Baba Amravati University","State Level","VII","ORPHAN","104170","60.12919"
"165","11","1101","Shri Sant Gajanan Maharaj College of Engineering,Shegaon","110124210","Computer Science and Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOPENH","15510","94.8263"
"166","11","1101","Shri Sant Gajanan Maharaj College of Engineering,Shegaon","110124210","Computer Science and Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOBCH","18370","93.87677"
"167","11","1101","Shri Sant Gajanan Maharaj College of Engineering,Shegaon","110124210","Computer Science and Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOPENH","16187","94.59966"
"168","11","1101","Shri Sant Gajanan Maharaj College of Engineering,Shegaon","110124210","Computer Science and Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LSEBCH","59356","79.34589"
"169","11","1101","Shri Sant Gajanan Maharaj College of Engineering,Shegaon","110124610","Information Technology","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GSCH","42810","85.34264"
"170","11","1101","Shri Sant Gajanan Maharaj College of Engineering,Shegaon","110124610","Information Technology","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOPENO","19278","93.6359"
"171","11","1101","Shri Sant Gajanan Maharaj College of Engineering,Shegaon","110124610","Information Technology","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GSCO","53038","81.70983"
"172","11","1101","Shri Sant Gajanan Maharaj College of Engineering,Shegaon","110124610","Information Technology","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LSCO","51617","82.1767"
"173","11","1101","Shri Sant Gajanan Maharaj College of Engineering,Shegaon","110135610","Electrical Engg[Electronics and Power]","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOBCH","36432","87.55985"
"174","12","1101","Shri Sant Gajanan Maharaj College of Engineering,Shegaon","110137210","Electronics and Telecommunication Engg","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOPENH","28643","90.38869"
"175","12","1101","Shri Sant Gajanan Maharaj College of Engineering,Shegaon","110137210","Electronics and Telecommunication Engg","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOBCH","33797","88.56799"
"176","12","1101","Shri Sant Gajanan Maharaj College of Engineering,Shegaon","110137210","Electronics and Telecommunication Engg","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOPENH","26595","91.12688"
"177","12","1101","Shri Sant Gajanan Maharaj College of Engineering,Shegaon","110137210","Electronics and Telecommunication Engg","Un-Aided","Home University Seats Allotted to Home University Candidates","I-NON PWD","PWDOPENH","33657","88.60373"
"178","12","1101","Shri Sant Gajanan Maharaj College of Engineering,Shegaon","110137210","Electronics and Telecommunication Engg","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LSCO","74655","73.3652"
"179","12","1101","Shri Sant Gajanan Maharaj College of Engineering,Shegaon","110137210","Electronics and Telecommunication Engg","Un-Aided","State Level","I","EWS","59636","79.1872"
"180","13","1101","Shri Sant Gajanan Maharaj College of Engineering,Shegaon","110161210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GSCH","96092","63.26878"
"181","13","1101","Shri Sant Gajanan Maharaj College of Engineering,Shegaon","110161210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Other Than Home University Candidates","I","LVJH","159294","22.50202"
"182","13","1101","Shri Sant Gajanan Maharaj College of Engineering,Shegaon","110161210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Other Than Home University Candidates","II","LSEBCH","127786","46.36579"
"183","13","1101","Shri Sant Gajanan Maharaj College of Engineering,Shegaon","110161210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LSCO","64615","77.17133"
"184","14","1105","Prof. Ram Meghe Institute of Technology & Research, Amravati","110519110","Civil Engineering","Un-Aided Autonomous","State Level","I","GOPENS","80173","70.87229"
"185","14","1105","Prof. Ram Meghe Institute of Technology & Research, Amravati","110519110","Civil Engineering","Un-Aided Autonomous","State Level","I","GOBCS","81637","70.40925"
"186","14","1105","Prof. Ram Meghe Institute of Technology & Research, Amravati","110519110","Civil Engineering","Un-Aided Autonomous","State Level","I","LOPENS","63277","77.82507"
"187","14","1105","Prof. Ram Meghe Institute of Technology & Research, Amravati","110519110","Civil Engineering","Un-Aided Autonomous","State Level","I","TFWS","54477","81.16145"
"188","14","1105","Prof. Ram Meghe Institute of Technology & Research, Amravati","110519110","Civil Engineering","Un-Aided Autonomous","State Level","I","EWS","147090","32.83441"
"189","14","1105","Prof. Ram Meghe Institute of Technology & Research, Amravati","110519110","Civil Engineering","Un-Aided Autonomous","State Level","I-NON DEFENCE","DEFOPENS","81628","70.40925"
"190","14","1105","Prof. Ram Meghe Institute of Technology & Research, Amravati","110524210","Computer Science and Engineering","Un-Aided Autonomous","State Level","I","GOPENS","24454","91.83422"
"191","14","1105","Prof. Ram Meghe Institute of Technology & Research, Amravati","110524210","Computer Science and Engineering","Un-Aided Autonomous","State Level","I","GSTS","127179","46.38282"
"192","14","1105","Prof. Ram Meghe Institute of Technology & Research, Amravati","110524210","Computer Science and Engineering","Un-Aided Autonomous","State Level","I","GOBCS","26481","91.19787"
"193","14","1105","Prof. Ram Meghe Institute of Technology & Research, Amravati","110524210","Computer Science and Engineering","Un-Aided Autonomous","State Level","I","GSEBCS","65016","76.93323"
"194","14","1105","Prof. Ram Meghe Institute of Technology & Research, Amravati","110524210","Computer Science and Engineering","Un-Aided Autonomous","State Level","I","LOPENS","20972","93.00705"
"195","14","1105","Prof. Ram Meghe Institute of Technology & Research, Amravati","110524210","Computer Science and Engineering","Un-Aided Autonomous","State Level","I","LSCS","26699","91.06551"
"196","14","1105","Prof. Ram Meghe Institute of Technology & Research, Amravati","110524210","Computer Science and Engineering","Un-Aided Autonomous","State Level","I","LSEBCS","70958","74.68306"
"197","14","1105","Prof. Ram Meghe Institute of Technology & Research, Amravati","110524210","Computer Science and Engineering","Un-Aided Autonomous","State Level","I","EWS","31340","89.39073"
"198","14","1105","Prof. Ram Meghe Institute of Technology & Research, Amravati","110524210","Computer Science and Engineering","Un-Aided Autonomous","State Level","I-NON DEFENCE","DEFSEBCS","75213","73.11225"
